,lyapunov_exponent
0.8,-3.846109956957732
0.81,-3.834219862665899
0.8200000000000001,-3.8256053778899397
0.8300000000000001,-3.8217150449696646
0.84,-3.8232133920939124
0.85,-3.8291165437177064
0.86,-3.836796592749697
0.87,-3.8430578927310433
0.88,-3.8447634265048043
0.89,-3.8403809525438684
0.9,-3.8310793055529886
0.91,-3.8196871420764706
0.92,-3.8087846454331205
0.93,-3.800551321267945
0.9400000000000001,-3.7963672386927327
0.9500000000000001,-3.7969336855310063
0.96,-3.8014041880662384
0.97,-3.8074818915741564
0.98,-3.812369725348659
0.99,-3.8133194174345872
1.0,-3.8089910040524786
1.01,-3.8003686190353356
1.02,-3.7899320709035718
1.03,-3.7799666019600657
1.04,-3.7723464921106453
1.05,-3.7683686797046976
1.06,-3.768690644454249
1.07,-3.7725386882987872
1.08,-3.7778086802904074
1.09,-3.782049870750321
1.1,-3.7829716089039613
1.11,-3.7794141654898783
1.12,-3.772165865397219
1.1300000000000001,-3.7633334657657107
1.1400000000000001,-3.7548324829562456
1.1500000000000001,-3.748200558682133
1.16,-3.7445746310166714
1.17,-3.744587695472262
1.18,-3.747546292805098
1.19,-3.7515601800624396
1.2,-3.754494998914696
1.21,-3.7544559229101564
1.22,-3.7505176279996695
1.23,-3.7434423570583943
1.24,-3.7351091018517906
1.25,-3.7271813005876715
1.26,-3.7208977615814978
1.27,-3.7172551329167787
1.28,-3.7167834846529413
1.29,-3.719219113294035
1.3,-3.722550987179701
1.31,-3.7249294724549187
1.32,-3.724733352242736
1.33,-3.7212795064222344
1.34,-3.7152419201459734
1.35,-3.7082815497355703
1.36,-3.7018472559592364
1.37,-3.6968553674187343
1.3800000000000001,-3.694069181661318
1.3900000000000001,-3.693909079800866
1.4000000000000001,-3.69586574575512
1.41,-3.6981642587556984
1.42,-3.699656731895613
1.43,-3.6989643351813335
1.44,-3.6955574099402537
1.45,-3.6900038348481305
1.46,-3.6837231525323797
1.47,-3.6779406601759685
1.48,-3.673292095270712
1.49,-3.6703568188324693
